,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
921,922,Le basi del Trading,https://www.udemy.com/le-basi-del-trading/,TRUE,200,22,5,18,All Levels,3.5 hours,2017-03-11T00:58:58Z,Business Finance
953,954,Professional Trading - Consistent Profits with Low Risk!,https://www.udemy.com/professional-trading-consistent-profits-with-low-risk/,TRUE,20,627,5,27,All Levels,1 hour,2015-10-17T05:44:17Z,Business Finance
967,968,Portfolio Management CFA L1 2016,https://www.udemy.com/portfolio-management-cfa-l1/,TRUE,20,393,5,34,All Levels,5 hours,2015-09-15T20:48:19Z,Business Finance
981,982,Raising Capital for Your Business,https://www.udemy.com/raising-capital-for-your-business/,TRUE,50,22,5,60,All Levels,2.5 hours,2015-08-03T22:46:45Z,Business Finance
1037,1038,Formação de preços em serviços,https://www.udemy.com/formacao-de-precos-em-servicos/,TRUE,35,77,5,28,Intermediate Level,2 hours,2017-04-26T05:08:15Z,Business Finance
1043,1044,Curso de Iniciación al Trading,https://www.udemy.com/curso-de-iniciacion-al-trading/,TRUE,85,31,5,40,All Levels,10.5 hours,2015-11-26T05:26:14Z,Business Finance
1046,1047,Forex/Opciones Binarias para Principiantes,https://www.udemy.com/forexopciones-binarias-para-principiantes/,TRUE,25,9,5,9,Beginner Level,2 hours,2016-04-01T21:22:52Z,Business Finance
1050,1051,Торговля опционами: Как заработать на волатильности,https://www.udemy.com/optiontrading/,TRUE,150,20,5,29,All Levels,2 hours,2016-02-25T19:57:33Z,Business Finance
1099,1100,Excelを使ってビジネスシミュレーション：基礎編,https://www.udemy.com/excel-zw/,TRUE,85,22,5,47,Beginner Level,5 hours,2017-05-18T22:31:23Z,Business Finance
1138,1139,How to Trade Forex like a Hedge Fund: Long FX Strategies,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,TRUE,115,504,5,32,All Levels,1.5 hours,2017-03-23T16:23:33Z,Business Finance
1149,1150,Basics of Tax in India  (College Level),https://www.udemy.com/basics-of-indian-income-tax/,TRUE,20,718,5,28,All Levels,2 hours,2015-01-31T13:53:48Z,Business Finance
1164,1165,Revealed: Profitable Principles of Successful Traders ,https://www.udemy.com/revealed-profitable-secrets-of-successful-traders/,TRUE,25,1046,5,26,All Levels,3 hours,2013-05-19T01:51:44Z,Business Finance
1171,1172,Introduction to Day Trading,https://www.udemy.com/introduction-to-day-trading/,TRUE,50,79,5,36,Beginner Level,1 hour,2014-09-05T04:38:45Z,Business Finance
1173,1174,Learn How to Profit In Forex With Market Rhythms,https://www.udemy.com/learn-how-to-profit-with-market-rhythms/,TRUE,20,85,5,17,All Levels,1.5 hours,2014-08-02T17:13:03Z,Business Finance
58,59,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,TRUE,20,936,6,11,Intermediate Level,1.5 hours,2017-04-11T00:59:50Z,Business Finance
124,125,B Com Accountancy I (Paper ECO 02 IGNOU),https://www.udemy.com/accounts-from-incomplete-records/,TRUE,50,2946,6,284,All Levels,31.5 hours,2016-05-05T23:07:43Z,Business Finance
166,167,Stock Market investment: Practical Accounting,https://www.udemy.com/stock-market-investment-practical-accounting/,TRUE,125,1120,6,43,Beginner Level,3 hours,2017-01-23T17:04:49Z,Business Finance
173,174,Bank Financial Management A Comprehensive Study,https://www.udemy.com/bank-financial-management-a-comprehensive-study/,TRUE,50,1081,6,21,All Levels,1.5 hours,2017-02-10T00:51:57Z,Business Finance
216,217,Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,TRUE,200,1113,6,8,All Levels,1 hour,2017-02-03T04:34:07Z,Business Finance
219,220,CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,TRUE,50,2474,6,128,All Levels,17.5 hours,2015-07-07T20:35:21Z,Business Finance
263,264,International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,TRUE,100,27,6,235,All Levels,19.5 hours,2016-09-06T15:03:27Z,Business Finance
283,284,Curso de Trading práctico basado en casos reales,https://www.udemy.com/trading-practico/,TRUE,20,44,6,55,All Levels,10 hours,2016-08-29T16:36:38Z,Business Finance
309,310,Finding an Unlimited Amount of Investors,https://www.udemy.com/accredited-investors/,TRUE,80,1187,6,6,All Levels,42 mins,2016-03-03T22:25:41Z,Business Finance
311,312,BITCOIN VISUALLY. Part I.,https://www.udemy.com/bitcoin-visually-part-i/,TRUE,50,115,6,31,Beginner Level,4 hours,2014-03-16T14:36:01Z,Business Finance
360,361,Accounting for Deferred Taxes (Professional Course Level),https://www.udemy.com/accounting-for-deferred-taxes/,TRUE,25,2924,6,11,All Levels,1.5 hours,2015-01-15T13:19:33Z,Business Finance
389,390,The Actuarial Profession: Basic Sciences and Principles,https://www.udemy.com/actuarial-intro-eng/,TRUE,25,1531,6,7,Beginner Level,35 mins,2016-11-20T20:47:37Z,Business Finance
419,420,The Investment Banking Recruitment Series,https://www.udemy.com/investmentbanking/,TRUE,40,17,6,26,All Levels,3.5 hours,2016-02-06T01:21:33Z,Business Finance
422,423,Breakout Patterns Workshop by Pattern Trader,https://www.udemy.com/breakout-patterns-workshop-by-pattern-trader/,TRUE,60,32,6,15,All Levels,1.5 hours,2016-09-09T04:22:05Z,Business Finance
425,426,Financial Translation,https://www.udemy.com/financial-translation/,TRUE,20,167,6,29,Beginner Level,1.5 hours,2014-06-11T17:50:13Z,Business Finance
430,431,How To Crowdfund,https://www.udemy.com/how-to-crowdfund/,TRUE,30,43,6,17,All Levels,1.5 hours,2012-10-02T22:00:03Z,Business Finance
441,442,Professional Bookkeeping & Accounting 2 - Bank Daybook,https://www.udemy.com/professional-bookkeeping-accounting-2-petty-cash-bank/,TRUE,35,91,6,36,All Levels,2 hours,2015-11-01T18:29:15Z,Business Finance
454,455,Accounting Standard 3 - An Analysis,https://www.udemy.com/learn-cash-flow-analysis/,TRUE,25,1888,6,11,Intermediate Level,1 hour,2014-11-14T07:42:47Z,Business Finance
479,480,Bitcoin Trading 101,https://www.udemy.com/bitcoin-trading/,TRUE,95,302,6,19,All Levels,2 hours,2015-01-29T08:03:35Z,Business Finance
507,508,Using Xero for your bookkeeping needs  do beautiful business,https://www.udemy.com/xero-101/,TRUE,95,39,6,28,Beginner Level,1 hour,2017-02-27T16:33:33Z,Business Finance
512,513,"Internal Controls - Design, Implementation and Monitoring",https://www.udemy.com/internal-controls/,TRUE,195,62,6,27,Beginner Level,6.5 hours,2017-03-20T18:42:56Z,Business Finance
618,619,Stock Trading: Ultimate Guide to swing trading stocks,https://www.udemy.com/swingtrading/,TRUE,200,336,6,13,All Levels,41 mins,2016-10-25T16:11:24Z,Business Finance
752,753,The Truths about (in)secure Retirement,https://www.udemy.com/retirement-planning-calculator/,TRUE,200,86,6,32,Intermediate Level,4.5 hours,2016-10-03T18:42:18Z,Business Finance
766,767,Options Trading Essentials: The ULTIMATE Guides,https://www.udemy.com/options-trading-essentials/,FALSE,Free,1352,6,20,All Levels,4 hours,2017-04-24T21:59:20Z,Business Finance
812,813,1. Principles of Simple Interest ,https://www.udemy.com/principles-of-simple-interest/,TRUE,20,1074,6,13,All Levels,1 hour,2014-01-13T20:43:46Z,Business Finance
819,820,Technical Analysis: Understanding Price Action,https://www.udemy.com/technical-analysis-understanding-price-action/,TRUE,45,39,6,37,All Levels,3 hours,2016-08-26T22:57:33Z,Business Finance
822,823,Basel II,https://www.udemy.com/basel-ii/,TRUE,50,78,6,57,All Levels,3.5 hours,2014-03-06T07:16:03Z,Business Finance
827,828,Learn Basic Concepts of Economics Step by Step - Complete,https://www.udemy.com/introduction-to-economics-for-beginners/,TRUE,150,2801,6,25,All Levels,1.5 hours,2015-08-16T16:36:47Z,Business Finance
836,837,Cost Accounting Overheads (Professional Course Level),https://www.udemy.com/overheads-in-cost-accounting/,TRUE,20,2383,6,19,All Levels,2.5 hours,2015-03-31T21:55:21Z,Business Finance
852,853,Forex - Price action Reversal Strategy,https://www.udemy.com/forex-price-action-reversal-strategy/,TRUE,20,38,6,16,All Levels,1 hour,2016-07-04T21:31:45Z,Business Finance
861,862,"Fixed Income Valuation and Analysis, CFA L2",https://www.udemy.com/fixed-income-simplified-for-cfa-l2/,TRUE,20,50,6,12,All Levels,3 hours,2016-01-04T21:01:48Z,Business Finance
870,871,Stock Markets: How I Became Rich By Changing How I Trade,https://www.udemy.com/become-wealthy-trading-in-the-stock-market/,TRUE,20,646,6,17,All Levels,1 hour,2015-09-13T18:57:32Z,Business Finance
936,937,CFA Level 1 - Derivatives,https://www.udemy.com/cfa-exam/,TRUE,30,110,6,25,All Levels,4 hours,2014-07-21T10:31:02Z,Business Finance
950,951,How to become a successful day trader,https://www.udemy.com/a-successful-day-trader/,TRUE,95,1150,6,27,All Levels,2.5 hours,2015-05-25T23:32:56Z,Business Finance
951,952,Essentials of Finance and Investment in 2 hours,https://www.udemy.com/finance-hien-minh-luu/,TRUE,20,1403,6,14,Beginner Level,2 hours,2015-06-01T21:48:13Z,Business Finance
952,953,Public Speaking: You Can Give Great Financial Presentations,https://www.udemy.com/how-to-give-financial-presentations/,TRUE,20,916,6,23,All Levels,6.5 hours,2014-12-11T06:00:27Z,Business Finance
968,969,"Trade Stocks, Forex & Financial Markets like a Professional",https://www.udemy.com/stock-and-forex-trading-strategy-course/,TRUE,20,116,6,12,All Levels,3 hours,2014-08-28T15:02:35Z,Business Finance
985,986,Advance Technical Analysis,https://www.udemy.com/advance-technical-analysis/,TRUE,50,152,6,14,Expert Level,3.5 hours,2015-04-08T18:11:52Z,Business Finance
993,994,Legal Accounting,https://www.udemy.com/solicitors-accounts/,TRUE,110,26,6,49,All Levels,4 hours,2014-09-21T04:58:16Z,Business Finance
1039,1040,Торговля дельта-нейтральными стренглами,https://www.udemy.com/strangles/,TRUE,150,23,6,25,All Levels,1.5 hours,2016-03-10T22:29:13Z,Business Finance
1045,1046,3 documentos clave para administrar tu empresa con éxito,https://www.udemy.com/3-documentos-clave-para-administrar-tu-empresa-con-exito/,TRUE,45,40,6,18,Intermediate Level,1 hour,2013-05-16T10:03:47Z,Business Finance
1093,1094,Inversión: Fundamentos del Trading para Principiantes,https://www.udemy.com/dinero-aprende-trading-y-se-exitoso/,TRUE,125,285,6,18,Beginner Level,1.5 hours,2015-10-26T17:50:47Z,Business Finance
1169,1170,Crowdfunding for Filmmakers,https://www.udemy.com/crowdfunding-for-filmmakers/,TRUE,65,32,6,30,All Levels,4 hours,2015-12-01T18:38:53Z,Business Finance
176,177,Naked Put Options Trade Covered Call & Poor Man Covered Call,https://www.udemy.com/naked-put-options-trade-covered-call-poor-man-covered-call/,TRUE,200,939,7,19,All Levels,1.5 hours,2017-02-10T22:40:57Z,Business Finance
282,283,株式投資で本当のファンダメンタル分析ができるようになる,https://www.udemy.com/jun-sakai-trading-course3/,TRUE,20,91,7,30,All Levels,2 hours,2016-06-21T17:59:58Z,Business Finance
288,289,Technical Analysis Using Elliott Wave Theory,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,TRUE,60,217,7,16,All Levels,1 hour,2016-11-01T19:30:11Z,Business Finance
314,315,Mastering the Market : (Technical Analysis + Candlestick),https://www.udemy.com/mastering-the-market-volume-i/,TRUE,90,18,7,97,All Levels,7 hours,2016-12-16T15:01:34Z,Business Finance
337,338,How to Become an Accountant from scratch!,https://www.udemy.com/the-udemy-case-study/,TRUE,40,1169,7,15,Beginner Level,3 hours,2015-08-20T20:24:00Z,Business Finance
375,376,Business finances,https://www.udemy.com/business-finances-learn-about-business-loans-debt-credit/,TRUE,75,4695,7,20,Beginner Level,1 hour,2014-05-07T01:51:09Z,Business Finance
436,437,Surpassing Your Kickstarter Goals,https://www.udemy.com/surpassing-your-kickstarter-goals/,TRUE,30,124,7,12,All Levels,1 hour,2013-05-24T17:42:25Z,Business Finance
445,446,Learn to Trade Forex - from Beginner to Professional,https://www.udemy.com/learn-to-trade-forex-from-only-10-minutes-a-day/,TRUE,195,89,7,64,All Levels,12.5 hours,2017-04-06T16:59:36Z,Business Finance
534,535,Forex Trading Masterclass - Learn To Trade Better,https://www.udemy.com/forex-market-masterclass/,TRUE,200,152,7,30,All Levels,3 hours,2016-10-09T21:19:54Z,Business Finance
559,560,Technical Trading and Investing Made Easy,https://www.udemy.com/technical-trading-and-investing-made-easy/,TRUE,40,217,7,27,Intermediate Level,1.5 hours,2014-12-24T22:46:08Z,Business Finance
592,593,Financial Risk Manager (FRM) Certification: Level II,https://www.udemy.com/financial-risk-manager-frm-certification-level-ii/,TRUE,50,86,7,87,All Levels,47 hours,2013-07-24T03:18:38Z,Business Finance
596,597,Finance Fundamentals for Non Finance Leaders,https://www.udemy.com/finance-fundamentals-for-business-leaders/,TRUE,20,37,7,15,All Levels,1 hour,2015-08-04T21:56:58Z,Business Finance
630,631,Certificate Program In Management Accounting,https://www.udemy.com/management-accounting/,TRUE,50,1532,7,24,All Levels,6 hours,2014-04-24T09:48:19Z,Business Finance
667,668,How to start a successful career in finance?,https://www.udemy.com/the-complete-guide-how-to-get-your-dream-job-in-finance/,FALSE,Free,1318,7,27,All Levels,2 hours,2016-08-24T18:29:34Z,Business Finance
720,721,UK Self Assessment Tax Return Filing Online,https://www.udemy.com/uk-tax-return/,TRUE,20,23,7,6,All Levels,28 mins,2015-12-07T18:36:33Z,Business Finance
728,729,Investment Portfolio Analysis with Excel,https://www.udemy.com/investment-portfolio-analysis-with-excel/,TRUE,50,154,7,39,All Levels,9 hours,2015-11-12T21:51:19Z,Business Finance
777,778,Forex Elite Trading,https://www.udemy.com/elite-forex-trading-system-beginners-to-intermediate-traders/,TRUE,85,623,7,22,All Levels,6 hours,2013-10-18T16:06:44Z,Business Finance
814,815,MQL5 Tutorial Bootcamp,https://www.udemy.com/mql5-tutorial-bootcamp/,TRUE,20,978,7,13,Beginner Level,32 mins,2016-01-29T00:11:42Z,Business Finance
913,914,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,https://www.udemy.com/triunfar-en-la-bolsa-de-valores-no-requiere-de-experiencia/,FALSE,Free,338,7,6,Beginner Level,1 hour,2017-05-30T14:30:12Z,Business Finance
954,955,Trading for winning,https://www.udemy.com/charting-for-beginners-for-dummies-newbies-technical-analysis/,TRUE,200,168,7,27,All Levels,2 hours,2017-01-23T05:18:48Z,Business Finance
966,967,Basics of Finance and Budgeting,https://www.udemy.com/basics-of-finance-and-budgeting/,TRUE,20,578,7,34,Beginner Level,6 hours,2014-05-19T04:02:10Z,Business Finance
972,973,Beginners Chart Patterns Trading for Penny Stocks,https://www.udemy.com/beginners-chart-patterns-for-penny-stocks-part-2/,TRUE,200,40,7,26,Beginner Level,1.5 hours,2017-02-22T05:37:40Z,Business Finance
976,977,Financial Modelling for entrepreneurs,https://www.udemy.com/financial-modelling-for-entrepreneurs/,TRUE,20,232,7,17,All Levels,1 hour,2014-09-20T08:26:56Z,Business Finance
995,996,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,https://www.udemy.com/an-entrepreneurs-guide-to-small-biz-bookkeeping/,TRUE,20,1294,7,58,Beginner Level,5.5 hours,2013-08-28T03:28:52Z,Business Finance
996,997,Trade Show Samurai,https://www.udemy.com/trade-show-displays/,TRUE,95,32,7,7,All Levels,31 mins,2013-08-29T15:44:46Z,Business Finance
1109,1110,Surviving Introduction to Finance,https://www.udemy.com/surviving-introduction-to-finance/,FALSE,Free,1362,7,13,Beginner Level,3 hours,2014-02-06T03:58:39Z,Business Finance
1119,1120,Learn How To Successfully Trade Forex: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,TRUE,95,64,7,44,All Levels,8.5 hours,2017-05-03T22:09:03Z,Business Finance
1148,1149,Advanced Finance and Accounting for Startups,https://www.udemy.com/advanced-finance-and-accounting-for-startups/,TRUE,40,188,7,48,Intermediate Level,6.5 hours,2014-02-27T17:58:02Z,Business Finance
1168,1169,Professional Risk Manager (PRM) Certification: Level 4,https://www.udemy.com/professional-risk-manager-prm-certification-level-4/,TRUE,50,38,7,17,All Levels,8 hours,2013-07-23T20:28:06Z,Business Finance
1184,1185,العلوم والمبادئ الأساسية للمهنة الإكتوارية,https://www.udemy.com/actuarial-intro/,TRUE,25,781,7,8,Beginner Level,39 mins,2016-10-28T13:39:57Z,Business Finance
115,116,Crash Course on Working Capital Management,https://www.udemy.com/crash-course-on-working-capital-management/,TRUE,20,3177,8,8,All Levels,1 hour,2015-04-16T17:35:54Z,Business Finance
118,119,How to create a routine Trading,https://www.udemy.com/how-to-create-a-trading-routine/,TRUE,25,307,8,5,All Levels,8 mins,2017-05-01T18:50:43Z,Business Finance
225,226,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,TRUE,200,1094,8,13,Beginner Level,2 hours,2016-03-30T04:56:57Z,Business Finance
275,276,Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,TRUE,50,4034,8,40,Intermediate Level,3 hours,2015-09-16T18:57:23Z,Business Finance
318,319,Get to grips with the CFA calculator,https://www.udemy.com/cfa-calculator/,TRUE,20,153,8,14,All Levels,1.5 hours,2013-08-05T16:02:15Z,Business Finance
369,370,build a solid foundation for trading options,https://www.udemy.com/option-basics-to-be-profitable-trader/,TRUE,20,1115,8,8,All Levels,1 hour,2016-05-26T21:17:14Z,Business Finance
394,395,Chart Patterns Trading Demystified,https://www.udemy.com/stock-chart-patterns-forecasting-explosive-gains-technical-analysis/,TRUE,200,1023,8,29,All Levels,2.5 hours,2017-02-08T03:49:44Z,Business Finance
427,428,Binary Beginners Mastery Strategy.,https://www.udemy.com/binary-beginners-mastery-strategy/,FALSE,Free,927,8,14,Beginner Level,1 hour,2017-05-02T18:58:47Z,Business Finance
510,511,"Trading Mindset, and Three Steps To Profitable Trading",https://www.udemy.com/trading-mindset-steps-to-profitable-trading/,TRUE,20,246,8,24,Beginner Level,1.5 hours,2015-11-02T20:13:05Z,Business Finance
511,512,Professional Bookkeeping & Accounting 4:Trial Balance & More,https://www.udemy.com/professional-bookkeeping-accounting-4trial-balance-more/,TRUE,35,83,8,21,All Levels,1 hour,2016-03-12T05:06:29Z,Business Finance
513,514,Forex online live trading system (Special Offer),https://www.udemy.com/forex-trading-i-will-show-you-how-to-get-profit/,TRUE,200,31,8,34,All Levels,5.5 hours,2016-11-07T14:51:41Z,Business Finance
552,553,Read financial statements as a stock investor,https://www.udemy.com/read-financial-statements-to-be-a-stock-investor/,TRUE,20,56,8,18,Beginner Level,2 hours,2015-07-10T19:32:16Z,Business Finance
553,554,Investing: How to Fix Hidden Flaws Inside Your Portfolio,https://www.udemy.com/investing-how-to-fix-hidden-flaws-inside-your-portfolio/,TRUE,195,58,8,14,All Levels,1 hour,2015-12-03T02:30:13Z,Business Finance
571,572,Short Straddles - Exploit Earnings Option Volatility Crush,https://www.udemy.com/short-straddles-exploit-option-volatility-crush/,TRUE,60,59,8,7,Expert Level,35 mins,2017-05-24T14:45:31Z,Business Finance
767,768,ACCA FA1 Recording Financial Transactions,https://www.udemy.com/acca-fa1-recording-financial-transactions/,TRUE,50,49,8,27,Beginner Level,3.5 hours,2015-07-14T23:01:39Z,Business Finance
798,799,Stock Market Option Trading: How Sell Options For Premium,https://www.udemy.com/make-a-steady-monthly-income-selling-stock-options/,TRUE,200,1909,8,19,Intermediate Level,2 hours,2015-02-08T20:06:08Z,Business Finance
800,801,Debt Collection Management: Get Paid On Time EVERY TIME!,https://www.udemy.com/accounts-receivable-help/,TRUE,20,1255,8,38,All Levels,3 hours,2015-01-27T07:50:28Z,Business Finance
849,850,Value Investing and Stock Market Fundamentals,https://www.udemy.com/value-investing-and-stock-market-fundamentals/,TRUE,195,74,8,17,Beginner Level,3 hours,2016-04-07T18:10:31Z,Business Finance
868,869,Professional Bookkeeping and Accounting 3: Double Entry ,https://www.udemy.com/professional-bookkeeping-and-accounting-3-double-entry/,TRUE,35,81,8,33,All Levels,1 hour,2016-01-21T18:30:28Z,Business Finance
1136,1137,Developing A Trading Strategy: Your Guide to Trading Success,https://www.udemy.com/developing-a-trading-strategy-your-guide-to-making-millions/,TRUE,20,1044,8,16,All Levels,2 hours,2015-12-17T21:50:23Z,Business Finance
1140,1141,How to Build Profitable FOREX Automated Trading Strategies!,https://www.udemy.com/how-to-build-profitable-automated-trading-strategies/,TRUE,200,358,8,21,All Levels,2.5 hours,2015-11-11T01:16:13Z,Business Finance
1143,1144,Become a Career Day Trader: Asian-Pacific Futures Markets,https://www.udemy.com/become-a-career-day-trader/,TRUE,20,207,8,30,All Levels,3.5 hours,2014-01-27T21:44:25Z,Business Finance
1166,1167,Hedge Fund Trading Systems For Stocks - Part One,https://www.udemy.com/amibroker-trading-systems/,TRUE,200,52,8,21,All Levels,1.5 hours,2016-10-29T21:56:38Z,Business Finance
1170,1171,How to Make IT Work Successfully in Capital Markets,https://www.udemy.com/how-to-make-it-work-successfully-in-capital-markets/,TRUE,50,171,8,21,Beginner Level,3 hours,2014-03-11T16:26:48Z,Business Finance
1198,1199,Learn to trade Chart Patterns,https://www.udemy.com/learn-to-trade-chart-patterns/,TRUE,20,75,8,23,Intermediate Level,2 hours,2016-08-17T17:04:54Z,Business Finance
107,108,Straddle Options Trading - Profit in Any Market Direction,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,TRUE,200,837,9,19,All Levels,1 hour,2016-10-03T17:32:40Z,Business Finance
135,136,Forex Trading for Beginners - Basics,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,TRUE,50,989,9,11,All Levels,1 hour,2017-04-24T16:42:56Z,Business Finance
157,158,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",https://www.udemy.com/charting-rsi-options-stock-trading-for-beginners-newtechnical-analysis/,TRUE,200,1047,9,46,All Levels,3.5 hours,2017-01-26T22:55:27Z,Business Finance
183,184,Accounting Standards Basics (Professional Course Level),https://www.udemy.com/basics-of-accounting-standards/,TRUE,20,2222,9,12,All Levels,42 mins,2015-02-07T15:06:57Z,Business Finance
224,225,Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,TRUE,20,2293,9,28,All Levels,2 hours,2015-01-06T13:05:53Z,Business Finance
277,278,Aprende a invertir practicando,https://www.udemy.com/aprende-a-invertir-practicando/,TRUE,35,26,9,42,All Levels,2 hours,2015-05-28T18:12:44Z,Business Finance
316,317,Exam 1 Review - Managerial Accounting (U of H),https://www.udemy.com/exam-1-review-mgr-acct/,TRUE,30,47,9,22,Beginner Level,2 hours,2016-02-11T16:23:46Z,Business Finance
326,327,Working Capital Management for CA / CFA / CPA Exams,https://www.udemy.com/working-capital-management/,TRUE,25,2342,9,33,Intermediate Level,3.5 hours,2014-10-25T13:00:19Z,Business Finance
358,359,Accounting and Finance for Bankers - A Comprehensive Study,https://www.udemy.com/crash-course-on-financial-management/,TRUE,180,3056,9,316,All Levels,24.5 hours,2015-04-10T19:24:28Z,Business Finance
449,450,Financial Management - Ratio Analysis,https://www.udemy.com/financial-ratio-analysis/,TRUE,20,2046,9,72,Beginner Level,5.5 hours,2014-07-05T15:25:07Z,Business Finance
481,482,IFRS Financial Reporting,https://www.udemy.com/ifrs-financial-reporting/,TRUE,55,72,9,15,All Levels,3.5 hours,2014-10-24T16:55:03Z,Business Finance
529,530,"Day trading strategy for all level, with 72% success rate",https://www.udemy.com/1-shot-1kill/,TRUE,95,51,9,15,All Levels,32 mins,2017-03-02T16:25:56Z,Business Finance
541,542,Stock Market - Swing Trading Strategies for Wall Street,https://www.udemy.com/get-rich-to-a-millions-using-swing-trading-strategies/,TRUE,50,814,9,5,All Levels,1 hour,2015-01-09T04:22:24Z,Business Finance
542,543,Essential Options: Strategies for Mastering the Stock Market,https://www.udemy.com/essentialoptions/,TRUE,50,211,9,27,Intermediate Level,5 hours,2013-03-06T05:28:43Z,Business Finance
544,545,Introduction To The World Of Equity Finance,https://www.udemy.com/equity-finance-basics/,TRUE,20,29,9,32,All Levels,2 hours,2015-12-08T17:12:06Z,Business Finance
557,558,Fundraising Success: The Art & Science of Major Gifts,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,TRUE,50,38,9,25,Intermediate Level,2.5 hours,2016-05-27T17:16:58Z,Business Finance
724,725,Investment Banking Operations : Securities Trade Life Cycle,https://www.udemy.com/investment-banking-operations-securities-trade-life-cycle/,TRUE,30,267,9,10,All Levels,2 hours,2015-01-02T10:18:52Z,Business Finance
739,740,Statistics - Measures of Dispersion for CA / CS / CFA exams,https://www.udemy.com/measures_of_dispersion/,TRUE,20,5108,9,13,All Levels,1 hour,2015-09-14T19:47:25Z,Business Finance
743,744,How to Copy the Best Traders on Etoro,https://www.udemy.com/how-to-copy-the-best-traders-on-etoro/,TRUE,90,564,9,41,All Levels,3.5 hours,2014-05-01T20:37:45Z,Business Finance
769,770,Essentials Of Swing Trading Stocks,https://www.udemy.com/essentials-of-swing-trading/,TRUE,20,105,9,5,All Levels,1 hour,2015-06-03T18:00:18Z,Business Finance
826,827,Introduction to Small Business Accounting Training Tutorial,https://www.udemy.com/introduction-to-small-business-accounting-training-tutorial/,TRUE,25,168,9,75,Beginner Level,3.5 hours,2013-01-09T02:57:25Z,Business Finance
964,965,Professional Forex Strategy+2 weeks for FREE trading alerts,https://www.udemy.com/forex-candlesticks-strategy/,TRUE,95,55,9,15,All Levels,1 hour,2016-03-29T17:23:29Z,Business Finance
1000,1001,Learn To Trade The Forex Naked Price Action Acapulco Trade,https://www.udemy.com/forex-naked-price-action-acapulco-trade/,TRUE,70,288,9,13,Intermediate Level,1 hour,2016-01-25T18:11:00Z,Business Finance
1091,1092,Corso introduttivo al trading profittevole,https://www.udemy.com/corso-introduttivo-al-trading-profittevole/,TRUE,20,132,9,9,Beginner Level,1 hour,2015-11-23T18:56:57Z,Business Finance
1111,1112,Studying the CFA Program exams (Mandarin language version),https://www.udemy.com/studying-the-cfa-mandarin/,FALSE,Free,1168,9,5,All Levels,40 mins,2014-04-09T08:38:41Z,Business Finance
126,127,Auditing Basics (Professional Course Level),https://www.udemy.com/basics-of-auditing/,TRUE,25,3771,10,35,All Levels,2.5 hours,2015-02-13T14:37:18Z,Business Finance
169,170,"Tax Accounting: Difficult Topic, Made Easy to Understand",https://www.udemy.com/taxaccounting/,TRUE,200,1033,10,29,All Levels,2 hours,2017-01-11T16:17:20Z,Business Finance
227,228,Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,TRUE,20,3251,10,59,Beginner Level,12 hours,2014-01-31T20:40:36Z,Business Finance
262,263,Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,TRUE,50,116,10,51,All Levels,24 hours,2013-07-23T20:18:35Z,Business Finance
304,305,Awaken the Accountant in You | Master the Accounting Basics,https://www.udemy.com/enlightened-accountant-master-accounting-basics-in-no-time/,TRUE,35,1135,10,16,Beginner Level,1.5 hours,2015-11-24T23:55:22Z,Business Finance
322,323,Forex For Beginners - A Guide To Currency Trading,https://www.udemy.com/forex-for-beginners-a-guide-to-currency-trading/,TRUE,20,68,10,23,Beginner Level,30 mins,2015-05-25T18:19:21Z,Business Finance
329,330,Mastering Futures Options for Beginners - Your Top 5 Plays!,https://www.udemy.com/mastering-futures-options-for-beginners-your-top-10-plays/,TRUE,200,1185,10,33,Beginner Level,2.5 hours,2016-02-02T20:35:37Z,Business Finance
432,433,Master The Stock Market with practice,https://www.udemy.com/master-the-stock-market-with-practice/,TRUE,35,49,10,42,All Levels,2 hours,2015-05-15T18:04:34Z,Business Finance
